89	Gimly	It feels very much a retread of _Raiders_. But, that was a great movie, so it's not exactly as if that's a bad plan.    _Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._
90	John Chard	The heat is on - indeed!    Cocky rule dodging Detroit Cop Axel Foley (Eddie Murphy) heads to Beverly Hills in search of those responsible for murdering his friend. Upon getting there he falls foul of everyone he meets due to his tough Detroit approach work. Undaunted, Foley, aided by old friend Jenny Summers (Lisa Eilbacher) and two intrigued local detectives, starts to unravel the mystery.    Hey Axel you got a cigarette?    There was a time when Eddie Murphy ruled the world. After Trading Places had introduced us to his sharp comedic tongue, and 48 Hours had shown him to be a more than capable action character actor, Beverly Hills Cop fused the two together and propelled Murphy to super stardom. Directed by Martin Brest and produced by Messers Simpson & Bruckheimer, it's really no surprise that "Hills Cop" is shallow, simple (a fish out of water comedy standard) and utterly commercial. Yet with its gusto, humorous script (Daniel Petrie Jr) and neat plotting, it becomes a hugely entertaining film - led superbly by Murphy due to infectious comedy energy and superb knack for timing.    You're not going to fall for the banana in the tailpipe routine!    It's hard to believe that the likes of Sly Stallone and Al Pacino were first mooted for the role, so not as a comedy one imagines, but as it being a standard police action movie, but enter Murphy and it ended up as a fine blend of action and comedy. There's little digs at Beverly Hills and its smugness, a way of life that Foley, with his down on the streets toughness, can't comprehend, while opposing police methods also get a wry once over -  wonderfully threaded in the relationship between Foley, Taggart (John Ashton) and Rosewood (Judge Reinhold).       Small gripes reside, such as Steven Berkoff's by the numbers villain being something of a let down and Ronny Cox is sadly playing filler time with an underwritten character. But this is about Murphy, the fabulous stunt work and the successful union of action and comedy. And hey! even Harold Faltermeyer's bobbing synth score, "Axel F," has a nippiness that remains quintessentially 1980s. 8/10
105	Ian Beale	**Entertaining**    A man goes back in time to save his mother - or something like that anyway - I was too entertained to fully grasp what was going on.  Seriously, this film moves so fast that you will find yourself having to try your hardest to keep up with it.    Great movie. Great soundtrack. Great performances. A shame that the sequels did not live up to this one.     - Ian Beale
106	Gimly	From about 1996 to about 2009 (roughly ages 4 til 17 for those playing at home), this was my all-time favourite movie. It was the first non-pirated VHS I ever owned, and it probably informed more of my youth than I'm comfortable with admitting. _Predator_ is the sort of movie that somehow both encapsulates and transcends the 1980s, I implore anybody who unlucky enough to never have seen _Predator_ to watch it, just to fulfil the life experience.    One of only five movies that I've ever given a 5/5 star rating to.    _Final rating:★★★★★ – Transcendent entertainment! An all time great._
107	John Chard	In the quiet words of the Virgin Mary... come again?    Snatch seems to be one of those spunky British gangster films that critics are divided on, yet it's loved by the target audience. Guy Ritchie has done a Sam Raimi, he has remade the first film that put him on the cinematic map. Where Raimi remade The Evil Dead, and just called it Evil Dead II, Ritchie cheekily tries to get away with remaking Lock, Stock and Two Smoking Barrels and calling it Snatch. Sure the circumstances in plotting are different, and there's a big American star brought in to beef things up for the global market, but it's the same movie and without doubt it's lazy film making. But it still - like Evil Dead II - Rocks!    Snatch in story terms is concerned with a big diamond that stitches together a number of threads involving the London underworld. Some rough and tough Romany types join in the fun, headed by a purposely illegible Brad Pitt, while Dennis Farina, Benicio Del Toro and Rade Serbedzija add more cosmopolitan meat to the crooks and gangster stew. The British cement holding the building up comes in the twin forms of Jason Statham and Stephen Graham, with Vinnie Jones once again turning up to frighten the masses. Everything from bare knuckle fighting to bumbled robberies - to dog fighting and shifty arcade empires - are here, with Ritchie writing characterisations that positively boom off of the screen.     As with "Lock-Stock", the beauty is in the way violence and humour are deftly blended. Scenes are often bloody but also bloody funny, a pearl of dialogue is never far away from a perilous situation. The comic tone is more close to the knuckle here, Ritchie having fun toying with ethnic and machismo stereotypes, while he brings his bag of visual tricks before it got boring. The narrative is deliciously complex, but much credit to Ritchie for the way he pulls all the threads neatly together in a whirl of scene splicing and cocky literary assuredness.    So it's "Lock-Stock 2" then! No bad thing if you happen to be a fan of that sort of wide boy malarkey. If you don't like it? Then jog on sunshine. 8/10
114	John Chard	A street credibility Pygmallion!    Edward Lewis is a very rich man, but money, as everyone knows, does not buy everything, and as yet another failed relationship falls by the wayside, Edward faces up to the prospect of a hectic social week on his own. Enter a meeting with ebullient hooker Vivian Ward, who upon impressing Edward with her happy go lucky values, gets herself hired to be his escort for the week ahead, it's a week that both of them are unlikely to ever forget.    It almost became the in thing to stomp all over the respective work of both Richard Gere (Edward) and Julia Roberts (Vivian), adding fuel to the fire of those with an aversion to both actors is that the crowd pleasing Pretty Woman hails from that dreaded genre known as 1980s Rom-Com. Seemingly many can now not see just what made Pretty Woman so popular back in 1990. Gary Marshall's film was the fourth highest box office taker in 1990, grossing a domestic $178,406,268, and at the same time made the date movie hip again, so basically all you Pretty Woman haters can take both those facts to the bank!    As the opening credits emerge, Peter Cox (lead singer of pop band Go West) starts warbling about "The King Of Wishful Thinking", and never was a more appropriate song used to open such a genre piece before or since, and this is the key issue with Pretty Woman. Yes, the whole structure and plot devices are all fanciful splendour, I mean does anyone seriously think that hookers look and act like Julia Roberts? But really if you are entering this picture expecting anything other than a modern "My Fair Lady" like fairytale then the blinkers need to be well and truly taken off. It's also a point of worth to say that Pretty Woman has something to say outside of the main intention to lift hearts and make one smile, Marshall, aided by his screenwriter J.F. Lawton, tie in smartly the fact that Edward is as much a hustler as Vivian is, only difference being that Edward is incredibly wealthy and has therefore grown in public stature.    Both Roberts and Gere have brilliant chemistry, so it was no surprise to see they would work together again in 1999 on "Runaway Bride", and both actors are helped immeasurably by splendid support from Hector Elizondo as the hotel manager, Barney Thompson. The picture is laced with joyous moments that hark back to the golden days of screwy comedies laced with unlikely romances, and this was something that clearly struck a chord with cinema goers back on the film's original release. Yes it's a touch over sweet at times, and yes the ending is never really in doubt, but if you are prepared to invest some fluffy chilled out time with Pretty Woman then you can see and feel just why it was the big hit it was back at the start of the 90s. 8/10
114	John Chard	A street credible Pygmallion?    Edward Lewis is a very rich man, but money, as everyone knows, does not buy everything, and as yet another failed relationship falls by the wayside, Edward faces up to the prospect of a hectic social week on his own. Enter a meeting with ebullient hooker Vivian Ward, who upon impressing Edward with her happy go lucky values, gets herself hired to be his escort for the week ahead, it's a week that both of them are unlikely to ever forget.    It almost became the in thing to stomp all over the respective work of both Richard Gere (Edward) and Julia Roberts (Vivian), adding fuel to the fire of those with an aversion to both actors is that the crowd pleasing Pretty Woman hails from that dreaded genre known as 1980s Rom-Com. Seemingly many can now not see just what made Pretty Woman so popular back in 1990. Gary Marshall's film was the fourth highest box office taker in 1990, grossing a domestic $178,406,268, and at the same time made the date movie hip again, so basically all you Pretty Woman haters can take both those facts to the bank!    As the opening credits emerge, Peter Cox (lead singer of pop band Go West) starts warbling about "The King Of Wishful Thinking", and never was a more appropriate song used to open such a genre piece before or since, and this is the key issue with Pretty Woman. Yes, the whole structure and plot devices are all fanciful splendour, I mean does anyone seriously think that hookers look and act like Julia Roberts? But really if you are entering this picture expecting anything other than a modern "My Fair Lady" like fairytale then the blinkers need to be well and truly taken off. It's also a point of worth to say that Pretty Woman has something to say outside of the main intention to lift hearts and make one smile, Marshall, aided by his screenwriter J.F. Lawton, tie in smartly the fact that Edward is as much a hustler as Vivian is, only difference being that Edward is incredibly wealthy and has therefore grown in public stature.    Both Roberts and Gere have brilliant chemistry, so it was no surprise to see they would work together again in 1999 on "Runaway Bride", and both actors are helped immeasurably by splendid support from Hector Elizondo as the hotel manager, Barney Thompson. The picture is laced with joyous moments that hark back to the golden days of screwy comedies laced with unlikely romances, and this was something that clearly struck a chord with cinema goers back on the film's original release. Yes it's a touch over sweet at times, and yes the ending is never really in doubt, but if you are prepared to invest some fluffy chilled out time with Pretty Woman then you can see and feel just why it was the big hit it was back at the start of the 90s. 8/10
116	tmdb47633491	_Match Point, or, Crime & Misdemeanors, Except I Changed Like 4 Things, And the Mistress is Really Hot This Time_
120	NeoBrowser	Brooking no argument, history should quickly regard Peter Jackson’s The Fellowship Of The Ring as the first instalment of the best fantasy epic in motion picture history. This statement is worthy of investigation for several reasons.    Fellowship is indeed merely an opening salvo, and even after three hours in the dark you will likely exit the cinema ravenous with anticipation for the further two parts of the trilogy. Fellowship is also unabashedly rooted in the fantasy genre. Not to be confused with the techno-cool of good science fiction, nor even the cutesy charm of family fare like Harry Potter, the territory of Tolkien is clearly marked by goo and goblins and gobbledegook. Persons with an aversion to lines such as, “To the bridge of Khazad-dûm!” are as well to stay within the Shire-like comforts of home (their loss).    With those caveats in place, it bears repeating: fantasy does not come finer. There are electrifying moments — notably the computer-assisted swooping camera through Isengard as it transforms into a factory for evil — when Jackson’s flight of fancy approaches the sublime as the romantic poets would understand it: inspiring awe.    Leaving aside the thorny issue of Tolkien die-hards and their inevitable gripes — “What no Tom Bombadil?” — Jackson’s screenplay (written in collaboration with Fran Walsh and Phillipa Boyens) is both bolder and more judicious than Steven Kloves’ surprisingly timid retread of Harry Potter. In particular, rescuing the romance of Arwen and Aragorn from the footnotes and the elevation of Saruman to all-action bad guy actually has a corrective influence on Tolkien’s often oblique and female-sparse source material.    There are problems, though. The three-hour running time is high on incident and low on discernible form. After successive detours to Elf habitats Rivendell (the watery home of Elrond) and Lothlórien (the forest home of the Lady Galadriel), the uninitiated might well ask why these crazy Elf kids can’t just live together and spare us all this attenuated dramatic structure.    More importantly, the action clearly climaxes in the desperate flight from the Mines Of Moria, where the largely seamless SFX is showcased in the best possible light — total darkness — but the narrative demands a different, downbeat ending. Indeed, but for some fine emotional playing from Bean, Mortensen, Astin and Wood, the final fight might feel like a particularly brutal game of paintball in Bluebell Wood. But then, the real battles are yet to come...      Verdict - Putting formula blockbusters to shame, Fellowship is impeccably cast and constructed with both care and passion: this is a labour of love that never feels laboured. Emotional range and character depth ultimately take us beyond genre limitations, and it deserves to play as wide as a certain Mr. Potter.    5/5    - Colin Kennedy, Empire Magazine
120	gdeveloper	An epic movie if I ever saw one. Captivating and just plain fun to watch. This movie is, indeed, art.
120	Wuchak	Tolkien’s adventure/fantasy LOOKS and SOUNDS fabulous, but is not without flaws.    RELEASED 2001 and directed by Peter Jackson, “The Lord of the Rings: The Fellowship of the Ring” adapts the first part of JRR Tolkien’s popular fantasy trilogy about adventures on Middle-Earth. The story starts in the homeland of the Hobbits (innocent, diminutive humanoids) where Frodo (Elijah Wood) is instructed by the noble wizard Gandalf (Ian McKellen) to quickly leave the Shire with the powerful One Ring in his possession. Gandalf and Frodo are later accompanied by seven others, the titular ‘Fellowship of the Ring,’ to take the ring to the only place it can be destroyed, the fires of Mount Doom in Mordor.     The rest of the main cast include Sean Astin (Sam), Viggo Mortensen (Aragorn), Sean Bean (Boromir), Christopher Lee (Saruman), Orlando Bloom (Legolas), John Rhys-Davies (Gimli) and Hugo Weaving (Elrond).            This three-hour fantasy features a diverse cast of colorful characters, quaint beings and settings, moments of genuine wonder, dark ee-vil creatures, high adventure, thrilling brutal action, a superb score, magnificent locations (forests, mountains, rivers, etc.), and wondrous CGI sets. The film LOOKS and SOUNDS so great that it’d be sinful to give it a lower rating.     There are problems, however, at least for those who aren’t uber-fans of Tolkien. For one, the opening is hindered by prologue that is overlong and convoluted, not to mention unnecessary. The bulk of it could’ve been conveyed later via flashback, which they do a little bit anyway. Secondly, the story takes forever to build any drive. Thirdly, except for maybe Frodo and Gandalf, the characters are shallow and I didn’t care much what happened to them. Fourthly, main protagonists getting seriously wounded and everyone else expressing their melodramatic concern gets redundant.      Fifthly, there are only two females in the main cast (Liv Tyler as Arwen, a half-Elf princess, and Cate Blanchett as Galadriel, a royal Elf); unfortunately, their parts aren’t much more than glorified cameos. “Mythica: A Quest for Heroes” (2014) cost LESS THAN $100,000 to make, which is a mere fraction of the $93 million it cost to make this blockbuster and the filmmakers knew enough to include a couple of prominent babes as key protagonists in the story.     Despite these negatives, “The Fellowship of the Ring” is the best of the trilogy and is a must for fantasy/adventure aficionados, especially Tolkien fans.                          THE MOVIE RUNS 2 hours 58 minutes and was shot in New Zealand.     GRADE: B/B- (6.5/10)
120	LadyGreenEyes	Overall, I give this four stars.  Not five, because some of the changes really bug me, as a long-time Tolkien fan, but a solid four.      The casting, to start, was brilliant.  Sean Astin was the absolute perfect choice for Sam, and did a remarkable job bringing that character to life for us.  He really WAS Sam, in this role, in a very deep way.  I always liked his acting, but here, he showed how talented he actually is.  Just amazing.  Elijah Wood gives a great performance of Frodo, and those expressive eyes of his really add a lot of depth to the emotions the character goes through, which are such an important part of the story.  Billy Boyd and Dominic Monaghan both did great work, for our other two main hobbits.  Their smiles, their singing; just every aspect of these characters was so real.  Viggo Mortensen, of course, was excellent.  He's always good, and though I never would have pictures him as Aragorn, he delivered everything we could hope for.  Great choice for that role!  John Rhys-Davies, as expected, gave us the Gimli we wanted.  Phenomenal actor, and I can't imagine anyone doing that role better.  Orlando Bloom plays a convincing Legolas, and handles the nuances of being an elf quite well.  Sean Bean as Boromir was outstanding, bringing the strength of that character to life, and making us love him.  Then we have Ian McKellen, as Gandalf.  I could never have chosen someone for that role, but the casting folks hit a home run with this one.  Everything about his character was just right.  Literally everything.  I can't read the books without seeing these people in these roles now.  The rest of the cast ws good as well.    Then we have the setting.  New Zealand has to have some of the most utterly gorgeous scenery on the planet.  Seeing it in these movies was great, and convincingly Middle Earth, and seeing more since, in other videos, just WOW!  Thanks, to the people of New Zealand, for allowing this to be filmed there!      The sets were just fantastic.  Everything looked as good as I'd always hoped it would look, with all the charm, mystery, and wonder  Tolkien fan could hope for.  From Bag end to Rivendell to the vastness of   Middle Earth, everything we saw was just right.      The only issues I had were some of the changes.  Yes, I know things don't always work in movies as they do in books, but when whole sections are just omitted, that bothers me.  It's not like the movies weren't long already!  That omitted section, with which Tolkien fans will be quite familiar, was a very important part of the plot!  I also didn't care for some of the other changes, and the way Arwen was used, the scene at the river being one example.      All in all, though, this was a well done movie, and even though some things bug me, this film, and the rest of the series, will be viewed many times.  Classics, worth collecting and treasuring.
121	NeoBrowser	Peter Jackson has always maintained that The Two Towers is "the second act" of his epic undertaking, and perhaps the true greatness of the middle chapter will only be clear when viewed in context. As a stand-alone film, however, The Two Towers is not quite as good as Fellowship. (Nor, indeed, does it extend the universe or deepen the relationships in the manner of The Empire Strikes Back.) That it still merits the full five stars is merely an indication of how high the benchmark has been set.    Picking up pretty much where Fellowship left off, this is a considerably darker film, with Frodo (Wood) falling further under the influence of the Ring (giving rise to some seriously spooky hallucinations), while Saruman (Christopher Lee) wreaks even more havoc. There's also the first appearance of Saruman's spy, the sinister Wormtongue (Brad Dourif), and the complex Gollum, a brilliant combination of computer trickery and raspy vocals from Andy Serkis (the campaign for a Best Supporting Actor Oscar starts here).    Other newcomers include Faramir (David Wenham), the understandably miffed brother of the recently deceased Boromir, and Éowyn (Miranda Otto), who spends much of her time casting winsome glances in the general direction of Aragorn (Mortensen). Eventually the plot complexities become more coherent, setting the action up for the forthcoming finale, The Return Of The King.    As we've come to expect, this is spectacular stuff - from an opening which sees Frodo troubled by dreams about the demise of Gandalf, through to the climactic Battle Of Helm's Deep, which is nothing short of breathtaking. But Jackson cleverly tempers the louder, brasher sequences with some heartstring-tugging moments - peasants despondent as they are forced to abandon their villages, Aragorn and Arwen's troubled relationship, and, of course, the return of Gandalf (Sir Ian McKellen, superb as ever), one of the film's most powerful, memorable images that may well leave Ring devotees a little misty-eyed.    However, those who still believe that the trilogy is beyond criticism may find their views challenged by The Two Towers. It's just as long as the first film, but gets the heroes no closer to a final victory. And, where the first movie developed its emotional tone from the brightness of The Shire to a darker climax, the sequel is more of a one-note affair, shadowy in both look and content.    This is particularly true of the Ringbearer's quest, which adds the not-insignifcant Gollum to the party, but suffers more than the other story strands from the cross-cutting and finishes with a nearly identical pep talk from Sam to the tearful speech that climaxed Fellowship. Of course, given the nature of the material, and Jackson's desire to be faithful, this is all understandable. And by the time we all end up under siege at Helm's Deep, it's unlikely anyone will give a toss about narrative arcs: like Gollum, this is simply gob-smacking, mind-blowing, never-seen-before stuff.      Verdict - It may lack the first-view-thrill and natural dramatic shape of Fellowship, but this is both funnier and darker than the first film, and certainly more action-packed. An essential component of what is now destined to be among the best film franchises of all time.     5/5    - Caroline Westbrook, Empire Magazine
121	Wuchak	That Damned Ring.    RELEASED IN 2002 and directed by Peter Jackson, “The Lord of the Rings: The Two Towers” adapts the second part of JRR Tolkien’s popular fantasy trilogy about adventures on Middle-Earth. The surviving ‘Fellowship’ of the first film has been divided into three small groups for this one: The Hobbits Frodo and Sam (Elijah Wood and Sean Astin) team-up with the mad Gollum (Andy Serkis) to make their way to Mordor, but are captured by Faramir (David Wenham), the brother of the deceased Boromir. Aragorn (Viggo Mortensen), Legolas the Elf (Orlando Bloom) and Gimli the Dwarf (John Rhys-Davies) encounter the once-great King Theoden (Bernard Hill), who has fallen under the spell of Saruman (Christopher Lee) via his devious minion Grima Wormtongue (Brad Dourif). Meanwhile the Hobbits Pippin and Merry (Billy Boyd and Dominic Monaghan) try to enlist the help of huge tree creatures. Gandalf is also on hand (Ian McKellen). These story threads culminate in the great Battle at Helms Deep in the third hour.      This three-hour fantasy/adventure starts out more engaging than the first film, which was laden by its overlong, convoluted and (for the most part) unnecessary prologue. Like that movie, the characters are colorful, the tale is imaginative, there’s a lot of brutal action rounded out by quieter moments and everything LOOKS and SOUNDS great. Unfortunately, after the first act, Jackson opts for CGI porn (excessive use of CGI with the corresponding dizzying visual effects). The first film did this too, but this one ups the ante and so there’s not as much spectacular New Zealand cinematography (i.e. real forests, mountains, rivers, etc.). If cartoony CGI is your thang then you’ll likely appreciate this installment more than me.            There are other problems: While the characters are imaginative, they’re also shallow and rather dull, at least for mature people who require more depth to maintain their interest. Also, the wide-spanning (meandering) story with numerous characters and hard-to-remember names tends to be disengaging. I was never much captivated by the characters and their causes, although uber-fans of Tolkien might be.      Another problem is the lack of prominent female protagonists. We have Miranda Otto as Éowyn, Théoden's niece, who falls in love with the noble Aragorn and that’s about it, except for cameos by Liv Tyler as Arwen and Cate Blanchett as Galadriel. “Mythica: A Quest for Heroes” (2014) cost LESS THAN $100,000 to make, which is a mere fraction of the $94 million it cost to make this blockbuster and the filmmakers knew enough to include a couple of prominent babes as key protagonists in the story.     Despite these negatives, “The Two Towers” was an ultra-ambitious undertaking and is a must for fantasy/adventure aficionados who liked the first movie.                          THE MOVIE RUNS 2 hours 59 minutes and was shot in New Zealand.      GRADE: B-/C+
122	NeoBrowser	And so all good things come to an end. For three years in a row, Peter Jackson has banished our winter blues with the individual instalments of his Tolkien trilogy, effectively shifting the focus of our cinematic excitement from the summer months to the end of the year. But now that his epic has been unveiled in its entirety, what will be the lasting effects of his achievement?    Well, grand-scale fantasy filmmaking is back on the menu, laying down the gauntlet to George Lucas and Star Wars Episode III. Jackson has also proved that notions of risk and ambition needn't be confined to the low-budget, indie end of the spectrum; nor does California have an exclusive stranglehold on groundbreaking special effects.    And then there's the DVD factor. Just as The Lord Of The Rings was upping the stakes in theatres, so too was its DVD release pattern defining what can (and should) be done on disc for major movies.    In particular, the four-disc extended editions seem to have affected the director's thinking as to what he can get away with in his theatrical final cut. Hence the public grumbles from Christopher Lee about the non-appearance of Saruman in this final instalment. While it might have been fair to grant Lee a curtain call, Jackson quite rightly realises that it is Sauron, not Saruman, whose fiery eye encompasses all the narrative strands of the climax.    The Return Of The King marks the first time in the series when Jackson's roots as a horror filmmaker creep through. As the orcs catapult severed Gondorian heads beyond the walls of Minas Tirith, flesh-rotted ghosts draw swords alongside Aragorn and giant spider Shelob stalks Frodo through dark, web-shrouded tunnels, the film pushes the boundaries of its 12A certificate.    And so it should, because the look and tone must necessarily grow darker as the Hobbits near Mount Doom and Mordor's evil hand grips Middle-earth ever tighter.    Character nuances have been crafted over an unprecedented ten hours-plus of cinematic storytelling: from Strider lurking in the shadowy corner to Aragorn rallying the troops; from Merry and Pippin as bumbling fools to stout-hearted, pint-sized warriors. Only Legolas and Gimli seem to have regressed (in screen time at least) to set-piece archer and comedy sidekick respectively. At least Andy Serkis is rewarded for his Gollum voice work with an early flashback that gets his face on screen, as well as warning us that, under the ring's power, Smeagol can be as murderous as Gollum.    Jackson has kept the momentum of the series rolling on and on though the traditionally 'difficult' middle part and 'weak' finale, delivering a climax to the story that's neater and more affecting than what Tolkien managed on the printed page. Some viewers might feel that the director sprinkles some cheese on his extended coda, adding at least one false ending too many (even if he does ignore the book's Scouring of The Shire).    But those who have walked beside these heroes every step of the way on such a long journey deserve the emotional pay-off as well as the action peaks, and they will be genuinely touched as the final credits roll. Yes, the Ring is dead. Long live King Kong.      Verdict - The resounding climax to a landmark in cinema history. But the King has now returned, the story is over and the ships are leaving Middle-earth. Ladies and gentlemen, Elvish has left the building.    5/5    - Alan Morrison, Empire Magazine
122	Wuchak	Too much CGI, redundancy, clichés and drawn out “looks of love” for my tastes.    RELEASED 2003 and directed by Peter Jackson, “The Lord of the Rings: The Return of the King” adapts the third part of JRR Tolkien’s popular fantasy trilogy about adventures on Middle-Earth: Frodo (Elijah Wood), Sam (Sean Astin) and Gollum (Andy Serkis) continue to try to make their way to Mount Doom to destroy the One Ring. Meanwhile Aragorn (Viggo Mortensen), Legolas the Elf (Orlando Bloom), Gimli the Dwarf (John Rhys-Davies), Gandalf the wizard (Ian McKellen), King Theoden (Bernard Hill) and Faramir (David Wenham) join forces to fight Sauron's army at the stone city of Minas Tirith and, later, draw the forces of Modor out as a distraction for Frodo to accomplish his goal. Billy Boyd and Dominic Monaghan are on hand as Hobbits Pippin and Merry.            While I’m a casual fantasy/adventure fan and have read numerous books of the genre (e.g. Conan, Tarzan, Gor, etc.), I’ve never read Tokien, likely because I’m not into Hobbits, Elves and Dwarfs. After viewing the three movies, The Lord of the Rings strikes me as a mixture of Robin Hood, Conan and The Wizard of Oz, which all possibly influenced Tolkien’s writing of the Rings trilogy in 1937-1949. So, if you think a meshing of “Conan the Barbarian” (1982) and “Robin Hood: Prince of Thieves” (1991) with “The Wizard of Oz” (1939) sounds good, then you’ll probably like these movies more than me.     “The Return of the King” is just more of the same showcased in the first two movies, but even LONGER. Take the Battle of Minas Tirith, for example. It’s basically the same as The Battle at Helms Deep in the previous movie, except with colossal elephant-like creatures and the Army of the Dead. These two battles are similar enough that they could’ve been condensed into one conflict. Speaking of the Army of the Dead, this was an interesting new element, as was the horrifying spider-monster that Frodo & Sam face inside the caves.       Like the first two movies, the characters are diverse, the tale is creative, there’s a lot of dark action rounded out by softer scenes and everything LOOKS and SOUNDS magnificent. Unfortunately, as with “The Two Towers,” there’s excessive use of CGI (aka CGI porn). If cartoony CGI is your thang then you’ll likely appreciate this installment more than me.            There are other problems: While the characters are inspired, they’re also thin and rather uninteresting, at least for mature people who require more depth to hold their attention. Take Legolas (Bloom), for example; we never get to know him. Or consider Aragorn: Mortensen is perfect as the noble warrior, but in the ENTIRE trilogy he probably only has like two full pages of dialog, maybe three. Also, I found the story generally disengaging. I was never much enthralled by the characters and their pursuits, although devotees of Tolkien might be.     Then there are WAY too many “looks of love” between characters, particularly Frodo and Sam (I was so happy to see one character get married and have kids, if you catch my drift). There’s also a sense of redundancy, like the aforementioned battles (Helms Deep and Minas Tirith). Or consider the hokey dangling from a cliff by one’s fingers: This was already done with Gandalf at the end of the first part and beginning of the next. Did we really need the entire trilogy to come down to this type of eye-rolling cliché?        Another problem is the lack of feminine protagonists. There’s Miranda Otto as Éowyn, Théoden's niece, who becomes infatuated with Aragorn and masquerades as a warrior-ess. Other than that all we have are cameos by Liv Tyler (Arwen), Cate Blanchett (Galadriel) and a Hobbit’s wife. “Mythica: A Quest for Heroes” (2014) cost LESS THAN $100,000 to make, which is a mere fraction of the $94 million it cost to make this blockbuster and the creators knew enough to throw in a couple of prominent babes as heroines in the story. So did “Conan the Barbarian” and “Dungeons & Dragons: Wrath of the Dragon God” (2005). It’s not rocket science.     As noted above, the movie’s needlessly overlong and things could’ve been condensed in the trilogy or omitted altogether. When the main storyline ultimately ends at Mount Doom I was thinking there was maybe 12-15 minutes left with half of that time being credits. Nope, there was STILL 30 MINUTES LEFT wherein boring goodbyes and “looks of love” are tacked on.     Despite these honest quibbles, “The Return of the King,” and the trilogy in general, was an ultra-ambitious undertaking and is a must for fantasy/adventure aficionados, particularly those who favor Tolkien, Hobbits, Elves, Gnomes and the like.                          THE MOVIE RUNS 3 hours 21 minutes and was shot in New Zealand.      GRADE: C
135	talisencrw	I'm a huge fan of both Bob Dylan and D.A. Pennebaker's documentaries, so to me, this was a no-brainer to watch, especially this vintage. I was fortunate to catch Dylan live, after his life-threatening bout of pericarditis, in Ann Arbor, Michigan at the Hill Auditorium with the Kenny Wayne Shepherd band as support, but how amazing it would have been to have caught him live on this British tour, from a generation earlier.    I would have given it a perfect rating, but I docked a mark for him making fun of Donovan, for crying out loud.
136	John Chard	This is for the misfits the freaks and the runts.    Tod Browning's Freaks is as infamous today as it was back in the 30s when it shook film watchers to the core. Of course time has diluted some of its impact, you can imagine that a modern day horror fan drooling over torture porn et al being completely bemused by the reputation afforded Freaks. Yet it still remains a unique and nightmarish piece of film making, the sort of picture that if someone like David Lynch had made it in the modern era it would be heralded as a masterpiece of daring and genius like artistry.    Browning pulls us the viewers into this bizarre carnival society of oddities who are genuinely portrayed by real people. Their codes and ethics are laid bare, but not in some sort of yearning for sympathy, but in a factual way of life. Browning toys with his audience, planting suggestive images of sexual dalliances and role reversals, then he completely pulls the rug from under us to deliver his flip-flop finale.     The messages aren't deep, but they need to be thought about. For even as the freaks of Browning's play terrifyingly pursue their quarry through the rain and mud, as the blood freezes and the macabre imagery strikes the senses, it would be a shame if themes such as love and loyalty be forgotten. 9/10
136	Milo_Jeeder	If I have to be honest, I'd say that I have uncertain opinions concerning this film on the whole. On the one hand, I can't say that I didn't enjoy 'Freaks', mainly because of its nice display of bizarre cast members. On the other hand, I can't help feeling slightly at fault, considering that these were real people who probably suffered a lot in their lives because of their malformations, something they obviously couldn't help. Here's a movie that basically became popular precisely because it's about real life 'freaks' (?) and here's the audience that somehow takes pleasure from a film that consciously makes profit out of unfortunate human beings. Being aware of this, I can't lie and say that I didn't enjoy this movie, because… I honestly did!. I'm not going to say that 'Freaks' fascinated me because of the plot, or the locations or the unspoken moral, because even though all those things were fine too, I mostly wanted to see the film because of its characters, that's the reality. However, I suppose it is not so bad to enjoy this movie because of this reason, considering that these people actually agreed to appear in the movie and the fact that they appeared here, didn't make their lives any better or worse, so in the end… it's not really a crime, but I can't help having vague ideas about it. As the movie begins, we see a scrolling prologue, which pretty much encourages the audience to root for the side-show performers and incite us to feel terrible for them, since people with deformities has been always predestined to the most awful chastisements and degradations… which worked for me!. I felt really bad at first, but in the end, it was comprehensible that this film clearly tries to give a message in a far-reaching and yet hideously pleasurable approach. Therefore, my personal opinion, is that the title 'Freaks', doesn't necessarily have to be a reference to the side-show performers with malformations and perhaps, it may be an allusion to the fully grown characters who were the real freaks because of their wicked hearts.    In 'Freaks' the story revolves around a circus that offers all kinds of shows, including the exhibition of people with malformations as if they were exotic animals. Cleopatra, a beautiful and promiscuous trapeze artist from the circus, maliciously deceives an innocent midget named Hans and makes him believe that she is in love with him. On the other hand, Frieda, Hans' former fiancée, hopelessly tries to warn his beloved one and make him realize that Cleopatra is just making fun of him deliberately and that she's only with him because of his money. Ignoring Frieda's friendly warning, Hans eventually marries the trapeze artist, only to realize that she was indeed poking fun at him from the very beginning and that her only business with him is to poison him to inherit his wealth later. However, the rest of the side-show performers become aware of this and decide to rise up against the vicious Cleopatra and her lover Hercules.    Like I said, the film is remarkably engaging and regardless of the unassuming plot and the short duration, it still doesn't leave the audience with a feeling of disappointment. For the contrary, during that short hour and four minutes, the movie pretty much develops all the necessary conflicts, situations, beautiful music, nice scenarios and perfect interaction between the characters. Tod Browning managed to achieve a highly compelling drama flick with some of the finest and most atypical actors, who captivate the audience with their charm and innocence. Give this movie a chance and decide which ones are the real freaks and which ones aren't.
